Upload Image,Confidence threshold,Result,timestamp
.gradio\flagged\Upload Image\9cab3c82bd6b19693c30\17866532466_8e456a4c93_b.jpg,0.31,.gradio\flagged\Result\1b3a803141e6ae013a65\image.webp,2024-12-06 19:13:41.410005
